"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"4520","fled",2,0,2
"4521","fleet",0,2,2
"4522","fleets",0,2,2
"4523","flotillas",0,2,2
"4524","fly",0,2,2
"4525","folly",2,0,2
"4526","fools",2,0,2
"4527","forbear",2,0,2
"4528","forbearance",1,1,2
"4529","forbidden",1,1,2
"4530","forcing",1,1,2
"4531","ford",1,1,2
"4532","forfeitures",0,2,2
"4533","forged",1,1,2
"4534","forgets",2,0,2
"4535","forks",0,2,2
"4536","formally",1,1,2
"4537","forties",2,0,2
"4538","foster's",0,2,2
"4539","fostered",0,2,2
"4540","fowl",0,2,2
"4541","fragments",2,0,2
"4542","framers",2,0,2
"4543","framing",1,1,2
"4544","franklin",0,2,2
"4545","fraudulent",0,2,2
"4546","freight",1,1,2
"4547","fremonters",2,0,2
"4548","frequent",1,1,2
"4549","frontiers",0,2,2
"4550","fruitful",1,1,2
"4551","fugitives",2,0,2
"4552","fulfilment",1,1,2
"4553","fun",2,0,2
"4554","funayma",0,2,2
"4555","funded",0,2,2
"4556","furiously",1,1,2
"4557","furnishes",1,1,2
"4558","gaining",0,2,2
"4559","galena",2,0,2
"4560","gallantly",0,2,2
"4561","gallows",2,0,2
"4562","gaming",2,0,2
"4563","gather",1,1,2
"4564","generously",0,2,2
"4565","gerard",2,0,2
"4566","gifted",2,0,2
"4567","gillam",0,2,2
"4568","gladly",2,0,2
"4569","gladness",1,1,2
"4570","glenn",0,2,2
"4571","god's",1,1,2
"4572","gonyeag",0,2,2
"4573","goodness",0,2,2
"4574","goodrich",2,0,2
"4575","gordon",0,2,2
"4576","governing",1,1,2
"4577","governmental",0,2,2
"4578","graceful",1,1,2
"4579","grants",0,2,2
"4580","grass",2,0,2
"4581","gratefully",0,2,2
"4582","gravely",2,0,2
"4583","groves",2,0,2
"4584","grows",2,0,2
"4585","guards",0,2,2
"4586","guess",2,0,2
"4587","guided",1,1,2
"4588","guilt",1,1,2
"4589","gunboats",0,2,2
"4590","hackett",0,2,2
"4591","hailed",1,1,2
"4592","hallowed",2,0,2
"4593","haman",2,0,2
"4594","handwriting",2,0,2
"4595","hanging",1,1,2
"4596","harder",0,2,2
"4597","hardest",0,2,2
"4598","harmed",0,2,2
"4599","harmonize",2,0,2
"4600","harris",2,0,2
"4601","harrisburg",0,2,2
"4602","harvests",0,2,2
"4603","haskell",2,0,2
"4604","hat",2,0,2
"4605","hateful",2,0,2
"4606","hath",1,1,2
"4607","hatred",2,0,2
"4608","hawk",2,0,2
"4609","headed",2,0,2
"4610","heated",1,1,2
"4611","heavens",1,1,2
"4612","heavily",0,2,2
"4613","helping",2,0,2
"4614","henceforth",1,1,2
"4615","herald",1,1,2
"4616","hereinbefore",0,2,2
"4617","hidden",1,1,2
"4618","hill",1,1,2
"4619","hiram",0,2,2
"4620","hit",2,0,2
"4621","holders",2,0,2
"4622","holiday",2,0,2
"4623","hollow",2,0,2
"4624","homage",0,2,2
"4625","homeless",0,2,2
"4626","homestead",0,2,2
"4627","honored",1,1,2
"4628","honors",1,1,2
"4629","hood",0,2,2
"4630","hopeful",0,2,2
"4631","hoping",1,1,2
"4632","horribly",2,0,2
"4633","hospitals",1,1,2
"4634","household",1,1,2
"4635","howell",1,1,2
"4636","hudson",0,2,2
"4637","hull's",2,0,2
"4638","hungarian",2,0,2
"4639","hungary",2,0,2
"4640","hungry",2,0,2
"4641","hurry",2,0,2
"4642","hypocrisy",2,0,2
"4643","idaho",0,2,2
"4644","identical",1,1,2
"4645","identify",0,2,2
"4646","iii",1,1,2
"4647","illimitable",2,0,2
"4648","illustrious",1,1,2
"4649","immaterial",0,2,2
"4650","immortal",2,0,2
"4651","impaired",2,0,2
"4652","impartial",0,2,2
"4653","impartially",2,0,2
"4654","import",1,1,2
"4655","importation",1,1,2
"4656","imposing",0,2,2
"4657","impossibility",2,0,2
"4658","imposts",0,2,2
"4659","impracticable",0,2,2
"4660","impressions",1,1,2
"4661","impressive",1,1,2
"4662","imprisoned",0,2,2
"4663","improbable",2,0,2
"4664","impugning",1,1,2
"4665","inaugurate",1,1,2
"4666","incidentally",2,0,2
"4667","inclose",1,1,2
"4668","inclosure",1,1,2
"4669","income",0,2,2
"4670","incomplete",2,0,2
"4671","incomprehensible",1,1,2
"4672","inconsiderable",1,1,2
"4673","inconsistency",2,0,2
"4674","incur",0,2,2
"4675","indebtedness",2,0,2
"4676","indemnification",1,1,2
"4677","index",2,0,2
"4678","indianapolis",0,2,2
"4679","indictment",2,0,2
"4680","individually",1,1,2
"4681","indulge",0,2,2
"4682","ineffectual",2,0,2
"4683","inestimable",0,2,2
"4684","inevitably",1,1,2
"4685","infamy",2,0,2
"4686","infant",2,0,2
"4687","inference",2,0,2
"4688","inferences",1,1,2
"4689","inflicted",0,2,2
"4690","inhabitant",2,0,2
"4691","inhabited",2,0,2
"4692","injuries",0,2,2
"4693","inland",0,2,2
"4694","innocent",1,1,2
"4695","insensible",1,1,2
"4696","insisting",2,0,2
"4697","inspired",1,1,2
"4698","instigation",0,2,2
"4699","insufficient",2,0,2
"4700","intellect",2,0,2
"4701","intellectual",2,0,2
"4702","intentionally",1,1,2
"4703","interference",1,1,2
"4704","interoceanic",0,2,2
"4705","interposition",0,2,2
"4706","intimates",2,0,2
"4707","intimating",2,0,2
"4708","intrenched",0,2,2
"4709","introduces",1,1,2
"4710","intrust",2,0,2
"4711","inviolate",0,2,2
"4712","invoked",2,0,2
"4713","invokes",1,1,2
"4714","involves",2,0,2
"4715","irish",2,0,2
"4716","irony",2,0,2
"4717","irresponsible",1,1,2
"4718","islands",0,2,2
"4719","items",2,0,2
"4720","iv",1,1,2
"4721","iverson",2,0,2
"4722","jameson",0,2,2
"4723","japanese",0,2,2
"4724","jayne",0,2,2
"4725","joe",0,2,2
"4726","journals",2,0,2
"4727","joy",2,0,2
"4728","jr",0,2,2
"4729","juan",0,2,2
"4730","judd",1,1,2
"4731","judgments",1,1,2
"4732","justifying",2,0,2
"4733","keys",2,0,2
"4734","kicked",2,0,2
"4735","killed",0,2,2
"4736","kindest",1,1,2
"4737","kindreds",1,1,2
"4738","kinney",0,2,2
"4739","kirkland",0,2,2
"4740","knocking",1,1,2
"4741","knowingly",1,1,2
"4742","la",0,2,2
"4743","laboring",0,2,2
"4744","lakes",1,1,2
"4745","lamon",2,0,2
"4746","landless",0,2,2
"4747","lapsley",1,1,2
"4748","lastly",2,0,2
"4749","laudable",1,1,2
"4750","lawrence",2,0,2
"4751","lawyers",2,0,2
"4752","lazy",1,1,2
"4753","lecture",1,1,2
"4754","lee's",0,2,2
"4755","legislate",2,0,2
"4756","legislating",2,0,2
"4757","levying",2,0,2
"4758","liability",1,1,2
"4759","libby",0,2,2
"4760","liberate",2,0,2
"4761","liberation",0,2,2
"4762","licensed",1,1,2
"4763","licenses",0,2,2
"4764","lieu",1,1,2
"4765","lieut",0,2,2
"4766","lifelong",2,0,2
"4767","lifetime",0,2,2
"4768","lights",1,1,2
"4769","lii",0,2,2
"4770","liii",0,2,2
"4771","likewise",0,2,2
"4772","lincoln's",1,1,2
"4773","liv",0,2,2
"4774","livery",2,0,2
"4775","loath",1,1,2
"4776","location",0,2,2
"4777","locofoco",2,0,2
"4778","locofocos",2,0,2
"4779","lodged",1,1,2
"4780","logan's",2,0,2
"4781","logical",1,1,2
"4782","loomis",0,2,2
"4783","lords",2,0,2
"4784","loud",2,0,2
"4785","lovers",2,0,2
"4786","lowe",0,2,2
"4787","lullaby",2,0,2
"4788","lv",0,2,2
"4789","machinery",1,1,2
"4790","maclean",0,2,2
"4791","madison's",2,0,2
"4792","magic",2,0,2
"4793","magistrate",0,2,2
"4794","magistrates",0,2,2
"4795","magnificent",0,2,2
"4796","mails",2,0,2
"4797","majesty's",0,2,2
"4798","mammon",2,0,2
"4799","manage",2,0,2
"4800","manifestation",2,0,2
"4801","mann",0,2,2
"4802","marines",0,2,2
"4803","marry",2,0,2
"4804","martinsburg",0,2,2
"4805","materials",1,1,2
"4806","maynard",0,2,2
"4807","mcclernand",2,0,2
"4808","mcconkey",0,2,2
"4809","mcdowell",0,2,2
"4810","mechanics",1,1,2
"4811","memorial",1,1,2
"4812","memories",1,1,2
"4813","menacing",0,2,2
"4814","menard",2,0,2
"4815","mentioning",0,2,2
"4816","merchants",0,2,2
"4817","merciful",1,1,2
"4818","merits",2,0,2
"4819","merry",2,0,2
"4820","michael",0,2,2
"4821","milderborger",0,2,2
"4822","miller's",1,1,2
"4823","million",2,0,2
"4824","mindful",2,0,2
"4825","miners",0,2,2
"4826","mingle",1,1,2
"4827","minimum",1,1,2
"4828","mischievous",1,1,2
"4829","misrepresent",2,0,2
"4830","misrepresented",2,0,2
"4831","miss",1,1,2
"4832","mistaking",2,0,2
"4833","mobley",2,0,2
"4834","modification",1,1,2
"4835","modifications",1,1,2
"4836","moments",1,1,2
"4837","monarchy",1,1,2
"4838","montgomery",0,2,2
"4839","mood",1,1,2
"4840","moon",1,1,2
"4841","morals",2,0,2
"4842","moreau",2,0,2
"4843","mortgage",2,0,2
"4844","murder",0,2,2
"4845","musket",2,0,2
"4846","n.y",0,2,2
"4847","nail",2,0,2
"4848","napoleon",2,0,2
"4849","narrow",2,0,2
"4850","narrowed",2,0,2
"4851","nay",2,0,2
"4852","negotiation",0,2,2
"4853","nerve",1,1,2
"4854","neutrality",0,2,2
"4855","newbern",0,2,2
"4856","newell",0,2,2
"4857","newly",2,0,2
"4858","nice",2,0,2
"4859","nichols",0,2,2
"4860","nominate",0,2,2
"4861","nominations",0,2,2
"4862","notable",1,1,2
"4863","nothings",2,0,2
"4864","notification",0,2,2
"4865","nowise",1,1,2
"4866","oak",0,2,2
"4867","obey",2,0,2
"4868","observe",1,1,2
"4869","obstacle",1,1,2
"4870","obstruct",0,2,2
"4871","obstructed",1,1,2
"4872","obstruction",2,0,2
"4873","occasioned",2,0,2
"4874","occupying",1,1,2
"4875","occurring",0,2,2
"4876","occurs",0,2,2
"4877","odds",1,1,2
"4878","odium",2,0,2
"4879","offensive",1,1,2
"4880","offers",0,2,2
"4881","offshore",0,2,2
"4882","offspring",2,0,2
"4883","oft",1,1,2
"4884","oil",2,0,2
"4885","omaha",0,2,2
"4886","opportunities",2,0,2
"4887","oppressions",1,1,2
"4888","option",2,0,2
"4889","orator",2,0,2
"4890","ordained",2,0,2
"4891","organic",0,2,2
"4892","organizations",1,1,2
"4893","organize",1,1,2
"4894","osterhaus",0,2,2
"4895","other's",2,0,2
"4896","outnumber",2,0,2
"4897","outright",2,0,2
"4898","overrule",1,1,2
"4899","overruled",2,0,2
"4900","ovey",0,2,2
"4901","owes",0,2,2
"4902","ownership",2,0,2
"4903","owning",0,2,2
"4904","ox",1,1,2
"4905","pa",0,2,2
"4906","painfully",1,1,2
"4907","pale",2,0,2
"4908","palpable",0,2,2
"4909","paramount",1,1,2
"4910","parcel",1,1,2
"4911","pardoning",0,2,2
"4912","paris",1,1,2
"4913","parker",2,0,2
"4914","particularity",2,0,2
"4915","passages",1,1,2
"4916","passenger",1,1,2
"4917","passes",2,0,2
"4918","passport",0,2,2
"4919","patents",0,2,2
"4920","patriot",1,1,2
"4921","payable",2,0,2
"4922","peacefully",1,1,2
"4923","peascod",2,0,2
"4924","peep",2,0,2
"4925","pekin",2,0,2
"4926","pendleton",2,0,2
"4927","perfected",1,1,2
"4928","periled",0,2,2
"4929","perilous",0,2,2
"4930","periodicals",2,0,2
"4931","perpetuation",1,1,2
"4932","perplexed",2,0,2
"4933","perplexity",1,1,2
"4934","perseverance",0,2,2
"4935","persist",2,0,2
"4936","persistently",0,2,2
"4937","pertaining",0,2,2
"4938","pertinent",0,2,2
"4939","petitions",2,0,2
"4940","pettit",2,0,2
"4941","phase",1,1,2
"4942","pickering",0,2,2
"4943","picking",2,0,2
"4944","pierpoint",0,2,2
"4945","pigs",2,0,2
"4946","pinches",2,0,2
"4947","piqua",2,0,2
"4948","piracy",2,0,2
"4949","pirate",1,1,2
"4950","piratical",1,1,2
"4951","plagued",2,0,2
"4952","plaintiff's",2,0,2
"4953","plant",2,0,2
"4954","planting",2,0,2
"4955","plat",2,0,2
"4956","platte",0,2,2
"4957","played",1,1,2
"4958","plea",1,1,2
"4959","pleasing",1,1,2
"4960","pledge",0,2,2
"4961","plenipotentiary",0,2,2
"4962","plymouth",0,2,2
"4963","poetry",2,0,2
"4964","politic",2,0,2
"4965","politician",2,0,2
"4966","polk's",2,0,2
"4967","polygamy",2,0,2
"4968","pomeroy's",0,2,2
"4969","portentous",2,0,2
"4970","positively",0,2,2
"4971","possess",1,1,2
"4972","possessed",2,0,2
"4973","possessions",1,1,2
"4974","possessory",0,2,2
"4975","postoffice",2,0,2
"4976","postponed",2,0,2
"4977","pouring",1,1,2
"4978","poverty",1,1,2
"4979","pp",2,0,2
"4980","practices",2,0,2
"4981","practise",2,0,2
"4982","prairies",2,0,2
"4983","prays",1,1,2
"4984","precaution",0,2,2
"4985","precautions",0,2,2
"4986","preceded",1,1,2
"4987","precept",2,0,2
"4988","preferred",1,1,2
"4989","preparation",0,2,2
"4990","pretence",2,0,2
"4991","pretenses",1,1,2
"4992","preventive",2,0,2
"4993","prices",1,1,2
"4994","proclaiming",2,0,2
"4995","production",1,1,2
"4996","professed",0,2,2
"4997","professing",0,2,2
"4998","profitably",0,2,2
"4999","promptness",1,1,2
"5000","promulgated",0,2,2
"5001","pronounce",2,0,2
"5002","proposals",1,1,2
"5003","proprietors",1,1,2
"5004","prosecute",0,2,2
"5005","proslavery",2,0,2
"5006","prospects",2,0,2
"5007","protecting",0,2,2
"5008","protestant",2,0,2
"5009","protested",0,2,2
"5010","provocations",0,2,2
"5011","proximity",0,2,2
"5012","publicity",0,2,2
"5013","pure",2,0,2
"5014","purely",1,1,2
"5015","purposed",0,2,2
"5016","pursuing",0,2,2
"5017","push",2,0,2
"5018","pushed",1,1,2
"5019","quelled",2,0,2
"5020","questioning",0,2,2
"5021","rages",1,1,2
"5022","railroads",1,1,2
"5023","railway",1,1,2
"5024","railways",1,1,2
"5025","rallying",0,2,2
"5026","randall",0,2,2
"5027","rapidity",2,0,2
"5028","rappahannock",0,2,2
"5029","rare",2,0,2
"5030","ratified",1,1,2
"5031","reaccept",0,2,2
"5032","reader",2,0,2
"5033","readers",2,0,2
"5034","readiness",0,2,2
"5035","reaffirm",2,0,2
"5036","realized",1,1,2
"5037","reappointment",2,0,2
"5038","receding",0,2,2
"5039","reciprocal",0,2,2
"5040","reclaimed",1,1,2
"5041","recommending",2,0,2
"5042","recommends",1,1,2
"5043","reconsideration",0,2,2
"5044","reconstruct",0,2,2
"5045","recruits",0,2,2
"5046","reeder",2,0,2
"5047","reelection",2,0,2
"5048","refers",0,2,2
"5049","reflections",2,0,2
"5050","refreshment",0,2,2
"5051","refuge",1,1,2
"5052","refund",2,0,2
"5053","reinaugurate",1,1,2
"5054","reinstate",2,0,2
"5055","rejection",1,1,2
"5056","rejoicing",0,2,2
"5057","related",0,2,2
"5058","released",2,0,2
"5059","relied",0,2,2
"5060","religious",0,2,2
"5061","rely",1,1,2
"5062","remann",2,0,2
"5063","remedied",2,0,2
"5064","remembrance",0,2,2
"5065","remind",2,0,2
"5066","reminds",2,0,2
"5067","remitted",0,2,2
"5068","remnant",1,1,2
"5069","remunerative",0,2,2
"5070","renomination",1,1,2
"5071","reorganizing",0,2,2
"5072","repaired",1,1,2
"5073","repayment",2,0,2
"5074","repeatedly",2,0,2
"5075","repeats",2,0,2
"5076","reporters",1,1,2
"5077","reporting",0,2,2
"5078","represents",1,1,2
"5079","repress",2,0,2
"5080","reproach",2,0,2
"5081","reserve",1,1,2
"5082","reside",1,1,2
"5083","residue",1,1,2
"5084","resists",2,0,2
"5085","respectably",2,0,2
"5086","restrained",0,2,2
"5087","restraint",1,1,2
"5088","restrict",1,1,2
"5089","restricted",2,0,2
"5090","resulted",0,2,2
"5091","resulting",1,1,2
"5092","resumption",0,2,2
"5093","retake",0,2,2
"5094","retard",1,1,2
"5095","retired",2,0,2
"5096","retirement",2,0,2
"5097","retiring",2,0,2
"5098","retribution",0,2,2
"5099","rev",1,1,2
"5100","revenues",0,2,2
"5101","reverently",0,2,2
"5102","reverse",1,1,2
"5103","reversed",2,0,2
"5104","revised",2,0,2
"5105","revival",2,0,2
"5106","revolutionize",2,0,2
"5107","rica",0,2,2
"5108","rice",0,2,2
"5109","richer",1,1,2
"5110","ridgely",2,0,2
"5111","ridiculous",1,1,2
"5112","righteous",0,2,2
"5113","rightly",2,0,2
"5114","risen",2,0,2
"5115","rival",2,0,2
"5116","roberts",0,2,2
"5117","rocky",0,2,2
"5118","rogers",0,2,2
"5119","rot",2,0,2
"5120","ruined",0,2,2
"5121","ruinous",1,1,2
"5122","rumors",0,2,2
"5123","ruthless",2,0,2
"5124","sack",0,2,2
"5125","sacrifices",2,0,2
"5126","safer",1,1,2
"5127","saltmarsh",2,0,2
"5128","salute",0,2,2
"5129","sanctioned",1,1,2
"5130","sandy",0,2,2
"5131","sanguine",1,1,2
"5132","santiago",0,2,2
"5133","savannah",0,2,2
"5134","scale",1,1,2
"5135","scates",0,2,2
"5136","scene",1,1,2
"5137","scheldt",0,2,2
"5138","schools",0,2,2
"5139","scorned",2,0,2
"5140","scrap",2,0,2
"5141","scripps",0,2,2
"5142","season",1,1,2
"5143","seceded",0,2,2
"5144","seclusion",1,1,2
"5145","secretaries",1,1,2
"5146","secures",2,0,2
"5147","securities",0,2,2
"5148","seize",1,1,2
"5149","seizes",2,0,2
"5150","seizing",0,2,2
"5151","selfish",2,0,2
"5152","senatorial",2,0,2
"5153","sensibility",1,1,2
"5154","sentenced",0,2,2
"5155","serving",1,1,2
"5156","servitude",1,1,2
"5157","sessions",1,1,2
"5158","sets",1,1,2
"5159","settling",2,0,2
"5160","shade",2,0,2
"5161","shadow",2,0,2
"5162","shaft",2,0,2
"5163","shake",2,0,2
"5164","shedding",2,0,2
"5165","shelbyville",2,0,2
"5166","shell",2,0,2
"5167","shepherd",0,2,2
"5168","shoe",2,0,2
"5169","shores",0,2,2
"5170","shoulders",1,1,2
"5171","shut",1,1,2
"5172","signers",2,0,2
"5173","significance",2,0,2
"5174","signified",1,1,2
"5175","signing",1,1,2
"5176","silence",2,0,2
"5177","sine",0,2,2
"5178","sink",1,1,2
"5179","sit",2,0,2
"5180","sits",2,0,2
"5181","sitting",2,0,2
"5182","sixteen",2,0,2
"5183","size",2,0,2
"5184","skillful",0,2,2
"5185","skulked",2,0,2
"5186","slaveholders",2,0,2
"5187","slaveholding",2,0,2
"5188","slip",0,2,2
"5189","slips",2,0,2
"5190","slough",0,2,2
"5191","slowly",1,1,2
"5192","snider",0,2,2
"5193","societies",1,1,2
"5194","solace",0,2,2
"5195","solicit",1,1,2
"5196","sounds",1,1,2
"5197","southward",1,1,2
"5198","southwest",0,2,2
"5199","sovereign",1,1,2
"5200","spake",2,0,2
"5201","speaker's",2,0,2
"5202","specifically",1,1,2
"5203","specification",2,0,2
"5204","speculative",2,0,2
"5205","spend",2,0,2
"5206","splendid",1,1,2
"5207","splendidly",2,0,2
"5208","spugg",2,0,2
"5209","square",2,0,2
"5210","squatter",2,0,2
"5211","stable",2,0,2
"5212","stacks",2,0,2
"5213","stamp",2,0,2
"5214","stamped",1,1,2
"5215","stanford",2,0,2
"5216","stapp",2,0,2
"5217","starting",0,2,2
"5218","starving",2,0,2
"5219","stations",0,2,2
"5220","statutes",2,0,2
"5221","staying",1,1,2
"5222","stealing",2,0,2
"5223","steamboats",2,0,2
"5224","steamers",0,2,2
"5225","stephen",2,0,2
"5226","sticks",2,0,2
"5227","stipulate",1,1,2
"5228","store",1,1,2
"5229","storm",2,0,2
"5230","stoutly",2,0,2
"5231","stranger",2,0,2
"5232","strategy",0,2,2
"5233","stretching",0,2,2
"5234","striking",2,0,2
"5235","strongest",1,1,2
"5236","stuart",2,0,2
"5237","submitting",0,2,2
"5238","subpoena",0,2,2
"5239","subscribe",0,2,2
"5240","subserved",1,1,2
"5241","subtract",0,2,2
"5242","subverted",0,2,2
"5243","successes",1,1,2
"5244","sudden",1,1,2
"5245","sue",2,0,2
"5246","sundry",0,2,2
"5247","supplant",0,2,2
"5248","supplications",0,2,2
"5249","surpass",2,0,2
"5250","surprised",1,1,2
"5251","surrendering",0,2,2
"5252","survivors",1,1,2
"5253","swan",0,2,2
"5254","swear",1,1,2
"5255","sweat",0,2,2
"5256","swell",2,0,2
"5257","swett",1,1,2
"5258","swiftest",2,0,2
"5259","sworn",0,2,2
"5260","talented",2,0,2
"5261","talked",1,1,2
"5262","tall",1,1,2
"5263","tanto",1,1,2
"5264","taxed",2,0,2
"5265","tedious",2,0,2
"5266","teeth",1,1,2
"5267","telegraphing",0,2,2
"5268","tempt",2,0,2
"5269","tempted",1,1,2
"5270","tendencies",2,0,2
"5271","tenths",2,0,2
"5272","termination",1,1,2
"5273","terror",2,0,2
"5274","text",2,0,2
"5275","thankful",0,2,2
"5276","thanking",0,2,2
"5277","thee",2,0,2
"5278","thereabouts",1,1,2
"5279","theretofore",1,1,2
"5280","thereunder",0,2,2
"5281","thief",2,0,2
"5282","thin",2,0,2
"5283","thirds",1,1,2
"5284","thos",1,1,2
"5285","thraldom",2,0,2
"5286","threaten",2,0,2
"5287","throes",2,0,2
"5288","thwarted",0,2,2
"5289","ticket",0,2,2
"5290","timber",0,2,2
"5291","timed",2,0,2
"5292","tod",0,2,2
"5293","todd",2,0,2
"5294","tolerable",2,0,2
"5295","tolerably",2,0,2
"5296","tom",2,0,2
"5297","tongue",2,0,2
"5298","tongues",1,1,2
"5299","tons",0,2,2
"5300","top",1,1,2
"5301","torn",2,0,2
"5302","tortugas",0,2,2
"5303","touched",1,1,2
"5304","tour",0,2,2
"5305","townsend",0,2,2
"5306","traced",2,0,2
"5307","traders",1,1,2
"5308","trading",1,1,2
"5309","training",0,2,2
"5310","tranquillity",2,0,2
"5311","transferred",1,1,2
"5312","transitu",0,2,2
"5313","transmission",2,0,2
"5314","transpiring",0,2,2
"5315","transporting",0,2,2
"5316","transpose",2,0,2
"5317","travel",2,0,2
"5318","tread",2,0,2
"5319","treasonable",1,1,2
"5320","treating",1,1,2
"5321","trembled",2,0,2
"5322","trials",1,1,2
"5323","tribes",0,2,2
"5324","tribunals",1,1,2
"5325","tributaries",1,1,2
"5326","trip",1,1,2
"5327","triple",1,1,2
"5328","troublesome",2,0,2
"5329","troubling",1,1,2
"5330","truesdale",0,2,2
"5331","trusted",1,1,2
"5332","truths",2,0,2
"5333","tying",2,0,2
"5334","unavailing",1,1,2
"5335","unconditional",0,2,2
"5336","unconditionally",2,0,2
"5337","uncontrollable",2,0,2
"5338","undergone",1,1,2
"5339","understandingly",1,1,2
"5340","understands",2,0,2
"5341","undertaken",1,1,2
"5342","undertaking",0,2,2
"5343","undisputed",2,0,2
"5344","undoubtedly",2,0,2
"5345","undying",1,1,2
"5346","uneasy",1,1,2
"5347","unfair",2,0,2
"5348","unforeseen",0,2,2
"5349","ungenerous",2,0,2
"5350","unhappy",1,1,2
"5351","unit",2,0,2
"5352","unnoticed",1,1,2
"5353","unquestioned",1,1,2
"5354","unreasonable",2,0,2
"5355","unrepealed",2,0,2
"5356","unrequited",1,1,2
"5357","unsafe",1,1,2
"5358","unselfish",1,1,2
"5359","unsound",2,0,2
"5360","uphold",0,2,2
"5361","useless",2,0,2
"5362","usurped",0,2,2
"5363","v.b",2,0,2
"5364","vacancies",1,1,2
"5365","valor",0,2,2
"5366","vaunted",2,0,2
"5367","verbally",0,2,2
"5368","verses",2,0,2
"5369","vetoed",2,0,2
"5370","vi",1,1,2
"5371","vicksburg",0,2,2
"5372","viewed",1,1,2
"5373","vigilant",0,2,2
"5374","vii",1,1,2
"5375","violate",1,1,2
"5376","violent",2,0,2
"5377","vitally",2,0,2
"5378","vivid",2,0,2
"5379","wabash",2,0,2
"5380","warehoused",0,2,2
"5381","warmest",2,0,2
"5382","warner",0,2,2
"5383","warning",1,1,2
"5384","waste",1,1,2
"5385","watch",0,2,2
"5386","wayne",2,0,2
"5387","weed",0,2,2
"5388","wellers",0,2,2
"5389","welling",0,2,2
"5390","wentworth",2,0,2
"5391","wharf",1,1,2
"5392","wheedling",2,0,2
"5393","whilst",0,2,2
"5394","whim",2,0,2
"5395","whiting",0,2,2
"5396","whomsoever",0,2,2
"5397","wicked",2,0,2
"5398","widely",2,0,2
"5399","wisely",1,1,2
"5400","wishing",1,1,2
"5401","wives",0,2,2
"5402","wm",2,0,2
"5403","woman",1,1,2
"5404","wounded",1,1,2
"5405","wreck",1,1,2
"5406","wrested",2,0,2
"5407","yankees",2,0,2
"5408","yards",0,2,2
"5409","yielding",2,0,2
"5410","yields",1,1,2
"5411","zachary",2,0,2
"5412","__",1,0,1
"5413","0",0,1,1
"5414","1,000",0,1,1
"5415","1,019,446",0,1,1
"5416","1,1864",0,1,1
"5417","1,298,056,101.89",0,1,1
"5418","1,394,196,007.62",0,1,1
"5419","1,485,103.61",0,1,1
"5420","1,538,614",0,1,1
"5421","1,740,690,489.49",0,1,1
"5422","1.50",1,0,1
"5423","10.15",0,1,1
"5424","10.45",0,1,1
"5425","100,000",0,1,1
"5426","100,000,000",0,1,1
"5427","102,316,152.99",0,1,1
"5428","1022",1,0,1
"5429","1062",1,0,1
"5430","109,741,134.10",0,1,1
"5431","11,163,789.59",0,1,1
"5432","11,314,206.84",0,1,1
"5433","11.00",0,1,1
"5434","11.55",0,1,1
"5435","11.57",0,1,1
"5436","110",1,0,1
"5437","112",1,0,1
"5438","114",1,0,1
"5439","12,438,253.78",0,1,1
"5440","12,586",1,0,1
"5441","12,644,786.20",0,1,1
"5442","12.15",0,1,1
"5443","12.50",0,1,1
"5444","1258",0,1,1
"5445","13,000,000",0,1,1
"5446","1300",1,0,1
"5447","133,000,000",0,1,1
"5448","136,077.95",0,1,1
"5449","1379",0,1,1
"5450","14,000",1,0,1
"5451","14,369,250.51",0,1,1
"5452","1430",0,1,1
"5453","145,551",0,1,1
"5454","15,1864",0,1,1
"5455","150,417.25",0,1,1
"5456","151",1,0,1
"5457","1555",1,0,1
"5458","16,541",1,0,1
"5459","16,770",0,1,1
"5460","1600",0,1,1
"5461","161,911",0,1,1
"5462","164th",0,1,1
"5463","166th",0,1,1
"5464","167",0,1,1
"5465","167,617.17",0,1,1
"5466","17,1864",0,1,1
"5467","1700",1,0,1
"5468","1720",1,0,1
"5469","1774",1,0,1
"5470","1777",1,0,1
"5471","1784",1,0,1
"5472","1794",1,0,1
"5473","1798",1,0,1
"5474","18,697",1,0,1
"5475","1814",1,0,1
"5476","1817",1,0,1
"5477","1818",1,0,1
"5478","1832",1,0,1
"5479","1836",1,0,1
"5480","1837",1,0,1
"5481","1838",0,1,1
"5482","184",1,0,1
"5483","1859",1,0,1
"5484","1863.4",0,1,1
"5485","1864.2",0,1,1
"5486","1865.3.35",0,1,1
"5487","1865.8.30",0,1,1
"5488","1866",1,0,1
"5489","1896",1,0,1
"5490","1900",0,1,1
"5491","2,645,722.19",0,1,1
"5492","2000",1,0,1
"5493","206,532.42",0,1,1
"5494","21,000",1,0,1
"5495","21,1864",0,1,1
"5496","2156",1,0,1
"5497","22,198",0,1,1
"5498","22,767",0,1,1
"5499","23,126",1,0,1
"5500","23,253,922.08",0,1,1
"5501","2366",1,0,1
"5502","238,647,262.35",0,1,1
"5503","2380",1,0,1
"5504","24,729,846.51",0,1,1
"5505","240,000",0,1,1
"5506","248",0,1,1
"5507","25,1864",0,1,1
"5508","25,433",0,1,1
"5509","2500",1,0,1
"5510","252",0,1,1
"5511","2552",1,0,1
"5512","25th",1,0,1
"5513","26,715",1,0,1
"5514","260,000",0,1,1
"5515","27,505,599.46",0,1,1
