"","word","Travel Diary","sum_word_counts","Works","distance"
"3584","defense",0,27,"My Bondage (1855)",0.444444444444444
"3585","defense",0,27,"Narrative Life (1845)",0
"3586","dreaded",0,27,"Life and Times (1881)",0.37037037037037
"3587","dreaded",0,27,"My Bondage (1855)",0.333333333333333
"3588","dreaded",0,27,"Narrative Life (1845)",0.148148148148148
"3589","eloquent",0,27,"Life and Times (1881)",0.555555555555556
"3590","eloquent",0,27,"My Bondage (1855)",0.222222222222222
"3591","eloquent",0,27,"Narrative Life (1845)",0.0740740740740741
"3592","english",0,27,"Life and Times (1881)",0.222222222222222
"3593","english",0,27,"My Bondage (1855)",0.185185185185185
"3594","english",0,27,"Narrative Life (1845)",-0.148148148148148
"3595","equality",0,27,"Life and Times (1881)",0.592592592592593
"3596","equality",0,27,"My Bondage (1855)",0.296296296296296
"3597","equality",0,27,"Narrative Life (1845)",-0.037037037037037
"3598","established",0,27,"Life and Times (1881)",0.481481481481481
"3599","established",0,27,"My Bondage (1855)",0.333333333333333
"3600","established",0,27,"Narrative Life (1845)",0.037037037037037
"3601","except",0,27,"Life and Times (1881)",0.851851851851852
"3602","except",0,27,"My Bondage (1855)",-0.0740740740740741
"3603","except",0,27,"Narrative Life (1845)",-0.0740740740740741
"3604","excitement",0,27,"Life and Times (1881)",0.37037037037037
"3605","excitement",0,27,"My Bondage (1855)",0.444444444444444
"3606","excitement",0,27,"Narrative Life (1845)",0.185185185185185
"3607","features",0,27,"Life and Times (1881)",0.407407407407407
"3608","features",0,27,"My Bondage (1855)",0.222222222222222
"3609","features",0,27,"Narrative Life (1845)",-0.0740740740740741
"3610","friendly",0,27,"Life and Times (1881)",0.703703703703704
"3611","friendly",0,27,"My Bondage (1855)",0.0740740740740741
"3612","friendly",0,27,"Narrative Life (1845)",0.0740740740740741
"3613","grateful",0,27,"Life and Times (1881)",0.666666666666667
"3614","grateful",0,27,"My Bondage (1855)",0.185185185185185
"3615","grateful",0,27,"Narrative Life (1845)",0
"3616","grave",0,27,"Life and Times (1881)",0.185185185185185
"3617","grave",0,27,"My Bondage (1855)",0.259259259259259
"3618","grave",0,27,"Narrative Life (1845)",-0.037037037037037
"3619","horrid",0,27,"Life and Times (1881)",0.111111111111111
"3620","horrid",0,27,"My Bondage (1855)",0.407407407407407
"3621","horrid",0,27,"Narrative Life (1845)",0.481481481481481
"3622","illustration",0,27,"Life and Times (1881)",0.851851851851852
"3623","illustration",0,27,"My Bondage (1855)",0.148148148148148
"3624","illustration",0,27,"Narrative Life (1845)",0
"3625","importance",0,27,"Life and Times (1881)",0.37037037037037
"3626","importance",0,27,"My Bondage (1855)",0.333333333333333
"3627","importance",0,27,"Narrative Life (1845)",0.296296296296296
"3628","listen",0,27,"Life and Times (1881)",0.666666666666667
"3629","listen",0,27,"My Bondage (1855)",0.259259259259259
"3630","listen",0,27,"Narrative Life (1845)",0.0740740740740741
"3631","low",0,27,"Life and Times (1881)",0.62962962962963
"3632","low",0,27,"My Bondage (1855)",0.222222222222222
"3633","low",0,27,"Narrative Life (1845)",0
"3634","manly",0,27,"Life and Times (1881)",0.592592592592593
"3635","manly",0,27,"My Bondage (1855)",0.407407407407407
"3636","manly",0,27,"Narrative Life (1845)",0
"3637","mark",0,27,"Life and Times (1881)",0.407407407407407
"3638","mark",0,27,"My Bondage (1855)",0.481481481481481
"3639","mark",0,27,"Narrative Life (1845)",-0.037037037037037
"3640","married",0,27,"Life and Times (1881)",0.296296296296296
"3641","married",0,27,"My Bondage (1855)",0.333333333333333
"3642","married",0,27,"Narrative Life (1845)",0.222222222222222
"3643","midst",0,27,"Life and Times (1881)",0.444444444444444
"3644","midst",0,27,"My Bondage (1855)",0.185185185185185
"3645","midst",0,27,"Narrative Life (1845)",0.37037037037037
"3646","mother’s",0,27,"Life and Times (1881)",0.333333333333333
"3647","mother’s",0,27,"My Bondage (1855)",0.592592592592593
"3648","mother’s",0,27,"Narrative Life (1845)",0.0740740740740741
"3649","nigger",0,27,"Life and Times (1881)",0.37037037037037
"3650","nigger",0,27,"My Bondage (1855)",0.333333333333333
"3651","nigger",0,27,"Narrative Life (1845)",0.296296296296296
"3652","occasions",0,27,"Life and Times (1881)",0.592592592592593
"3653","occasions",0,27,"My Bondage (1855)",0.148148148148148
"3654","occasions",0,27,"Narrative Life (1845)",-0.037037037037037
"3655","opinions",0,27,"Life and Times (1881)",0.555555555555556
"3656","opinions",0,27,"My Bondage (1855)",0.444444444444444
"3657","opinions",0,27,"Narrative Life (1845)",0
"3658","oppression",0,27,"Life and Times (1881)",0.555555555555556
"3659","oppression",0,27,"My Bondage (1855)",0.444444444444444
"3660","oppression",0,27,"Narrative Life (1845)",0
"3661","pair",0,27,"Life and Times (1881)",0.333333333333333
"3662","pair",0,27,"My Bondage (1855)",0.407407407407407
"3663","pair",0,27,"Narrative Life (1845)",0.259259259259259
"3664","partly",0,27,"Life and Times (1881)",0.518518518518518
"3665","partly",0,27,"My Bondage (1855)",0.407407407407407
"3666","partly",0,27,"Narrative Life (1845)",0.0740740740740741
"3667","remains",0,27,"Life and Times (1881)",0.0740740740740741
"3668","remains",0,27,"My Bondage (1855)",0.0740740740740741
"3669","remains",0,27,"Narrative Life (1845)",-0.037037037037037
"3670","repeated",0,27,"Life and Times (1881)",0.518518518518518
"3671","repeated",0,27,"My Bondage (1855)",0.444444444444444
"3672","repeated",0,27,"Narrative Life (1845)",0.037037037037037
"3673","saying",0,27,"Life and Times (1881)",1
"3674","saying",0,27,"My Bondage (1855)",0
"3675","saying",0,27,"Narrative Life (1845)",0
"3676","scotland",0,27,"Life and Times (1881)",0.481481481481481
"3677","scotland",0,27,"My Bondage (1855)",0.518518518518518
"3678","scotland",0,27,"Narrative Life (1845)",0
"3679","shame",0,27,"Life and Times (1881)",0.407407407407407
"3680","shame",0,27,"My Bondage (1855)",0.518518518518518
"3681","shame",0,27,"Narrative Life (1845)",0.0740740740740741
"3682","shape",0,27,"Life and Times (1881)",0.37037037037037
"3683","shape",0,27,"My Bondage (1855)",0.333333333333333
"3684","shape",0,27,"Narrative Life (1845)",0
"3685","silence",0,27,"Life and Times (1881)",0.518518518518518
"3686","silence",0,27,"My Bondage (1855)",0.444444444444444
"3687","silence",0,27,"Narrative Life (1845)",0.037037037037037
"3688","slightest",0,27,"Life and Times (1881)",0.259259259259259
"3689","slightest",0,27,"My Bondage (1855)",0.407407407407407
"3690","slightest",0,27,"Narrative Life (1845)",0.333333333333333
"3691","stable",0,27,"Life and Times (1881)",0.333333333333333
"3692","stable",0,27,"My Bondage (1855)",0.481481481481481
"3693","stable",0,27,"Narrative Life (1845)",0.185185185185185
"3694","stock",0,27,"Life and Times (1881)",0.444444444444444
"3695","stock",0,27,"My Bondage (1855)",0.518518518518518
"3696","stock",0,27,"Narrative Life (1845)",0.037037037037037
"3697","stone",0,27,"Life and Times (1881)",0.37037037037037
"3698","stone",0,27,"My Bondage (1855)",0.296296296296296
"3699","stone",0,27,"Narrative Life (1845)",0.185185185185185
"3700","sumner",0,27,"Life and Times (1881)",0.962962962962963
"3701","sumner",0,27,"My Bondage (1855)",0.037037037037037
"3702","sumner",0,27,"Narrative Life (1845)",0
"3703","suspicion",0,27,"Life and Times (1881)",0.481481481481481
"3704","suspicion",0,27,"My Bondage (1855)",0.481481481481481
"3705","suspicion",0,27,"Narrative Life (1845)",0.037037037037037
"3706","terms",0,27,"Life and Times (1881)",0.62962962962963
"3707","terms",0,27,"My Bondage (1855)",0.222222222222222
"3708","terms",0,27,"Narrative Life (1845)",0.148148148148148
"3709","unable",0,27,"Life and Times (1881)",0.444444444444444
"3710","unable",0,27,"My Bondage (1855)",0.296296296296296
"3711","unable",0,27,"Narrative Life (1845)",0.111111111111111
"3712","valuable",0,27,"Life and Times (1881)",0.62962962962963
"3713","valuable",0,27,"My Bondage (1855)",0.296296296296296
"3714","valuable",0,27,"Narrative Life (1845)",0.0740740740740741
"3715","vast",0,27,"Life and Times (1881)",0.259259259259259
"3716","vast",0,27,"My Bondage (1855)",-0.037037037037037
"3717","vast",0,27,"Narrative Life (1845)",-0.259259259259259
"3718","weak",0,27,"Life and Times (1881)",0.666666666666667
"3719","weak",0,27,"My Bondage (1855)",0.333333333333333
"3720","weak",0,27,"Narrative Life (1845)",0
"3721","weeks",0,27,"Life and Times (1881)",0.592592592592593
"3722","weeks",0,27,"My Bondage (1855)",0.259259259259259
"3723","weeks",0,27,"Narrative Life (1845)",0.148148148148148
"3724","welcome",0,27,"Life and Times (1881)",1
"3725","welcome",0,27,"My Bondage (1855)",0
"3726","welcome",0,27,"Narrative Life (1845)",0
"3727","alive",0,26,"Life and Times (1881)",0.538461538461538
"3728","alive",0,26,"My Bondage (1855)",0.307692307692308
"3729","alive",0,26,"Narrative Life (1845)",0
"3730","although",0,26,"Life and Times (1881)",1
"3731","although",0,26,"My Bondage (1855)",0
"3732","although",0,26,"Narrative Life (1845)",0
"3733","appointed",0,26,"Life and Times (1881)",0.730769230769231
"3734","appointed",0,26,"My Bondage (1855)",0.192307692307692
"3735","appointed",0,26,"Narrative Life (1845)",0.0769230769230769
"3736","assistance",0,26,"Life and Times (1881)",0.423076923076923
"3737","assistance",0,26,"My Bondage (1855)",0.461538461538462
"3738","assistance",0,26,"Narrative Life (1845)",0.115384615384615
"3739","comfortable",0,26,"Life and Times (1881)",0.5
"3740","comfortable",0,26,"My Bondage (1855)",0.192307692307692
"3741","comfortable",0,26,"Narrative Life (1845)",0
"3742","contrast",0,26,"Life and Times (1881)",0.615384615384615
"3743","contrast",0,26,"My Bondage (1855)",0.269230769230769
"3744","contrast",0,26,"Narrative Life (1845)",-0.0384615384615385
"3745","court",0,26,"Life and Times (1881)",0.576923076923077
"3746","court",0,26,"My Bondage (1855)",0.192307692307692
"3747","court",0,26,"Narrative Life (1845)",0.0769230769230769
"3748","cowardly",0,26,"Life and Times (1881)",0.461538461538462
"3749","cowardly",0,26,"My Bondage (1855)",0.461538461538462
"3750","cowardly",0,26,"Narrative Life (1845)",0.0769230769230769
"3751","degradation",0,26,"Life and Times (1881)",0.615384615384615
"3752","degradation",0,26,"My Bondage (1855)",0.384615384615385
"3753","degradation",0,26,"Narrative Life (1845)",0
"3754","denounced",0,26,"Life and Times (1881)",0.538461538461538
"3755","denounced",0,26,"My Bondage (1855)",0.423076923076923
"3756","denounced",0,26,"Narrative Life (1845)",0.0384615384615385
"3757","doctrine",0,26,"Life and Times (1881)",0.692307692307692
"3758","doctrine",0,26,"My Bondage (1855)",0.307692307692308
"3759","doctrine",0,26,"Narrative Life (1845)",0
"3760","drink",0,26,"Life and Times (1881)",0.269230769230769
"3761","drink",0,26,"My Bondage (1855)",0.307692307692308
"3762","drink",0,26,"Narrative Life (1845)",0.269230769230769
"3763","editor",0,26,"Life and Times (1881)",0.692307692307692
"3764","editor",0,26,"My Bondage (1855)",0.307692307692308
"3765","editor",0,26,"Narrative Life (1845)",0
"3766","enslaved",0,26,"Life and Times (1881)",0.461538461538462
"3767","enslaved",0,26,"My Bondage (1855)",0.461538461538462
"3768","enslaved",0,26,"Narrative Life (1845)",0.0769230769230769
"3769","evils",0,26,"Life and Times (1881)",0.5
"3770","evils",0,26,"My Bondage (1855)",0.423076923076923
"3771","evils",0,26,"Narrative Life (1845)",0.0769230769230769
"3772","exception",0,26,"Life and Times (1881)",0.461538461538462
"3773","exception",0,26,"My Bondage (1855)",0.384615384615385
"3774","exception",0,26,"Narrative Life (1845)",0
"3775","explanation",0,26,"Life and Times (1881)",0.346153846153846
"3776","explanation",0,26,"My Bondage (1855)",0.538461538461538
"3777","explanation",0,26,"Narrative Life (1845)",0.115384615384615
"3778","extraordinary",0,26,"Life and Times (1881)",0.230769230769231
"3779","extraordinary",0,26,"My Bondage (1855)",0.538461538461538
"3780","extraordinary",0,26,"Narrative Life (1845)",0.230769230769231
"3781","fathers",0,26,"Life and Times (1881)",0.423076923076923
"3782","fathers",0,26,"My Bondage (1855)",0.423076923076923
"3783","fathers",0,26,"Narrative Life (1845)",0.153846153846154
"3784","fish",0,26,"Life and Times (1881)",0.384615384615385
"3785","fish",0,26,"My Bondage (1855)",0.269230769230769
"3786","fish",0,26,"Narrative Life (1845)",0.0384615384615385
"3787","fortunate",0,26,"Life and Times (1881)",0.461538461538462
"3788","fortunate",0,26,"My Bondage (1855)",0.153846153846154
"3789","fortunate",0,26,"Narrative Life (1845)",0.384615384615385
"3790","fred",0,26,"Life and Times (1881)",0.153846153846154
"3791","fred",0,26,"My Bondage (1855)",0.461538461538462
"3792","fred",0,26,"Narrative Life (1845)",0.384615384615385
"3793","hardly",0,26,"Life and Times (1881)",0.846153846153846
"3794","hardly",0,26,"My Bondage (1855)",-0.0769230769230769
"3795","hardly",0,26,"Narrative Life (1845)",-0.0769230769230769
"3796","helpless",0,26,"Life and Times (1881)",0.384615384615385
"3797","helpless",0,26,"My Bondage (1855)",0.384615384615385
"3798","helpless",0,26,"Narrative Life (1845)",0.230769230769231
"3799","institutions",0,26,"Life and Times (1881)",0.538461538461538
"3800","institutions",0,26,"My Bondage (1855)",0.461538461538462
"3801","institutions",0,26,"Narrative Life (1845)",0
"3802","intelligent",0,26,"Life and Times (1881)",0.615384615384615
"3803","intelligent",0,26,"My Bondage (1855)",0.307692307692308
"3804","intelligent",0,26,"Narrative Life (1845)",0.0769230769230769
"3805","intense",0,26,"Life and Times (1881)",0.423076923076923
"3806","intense",0,26,"My Bondage (1855)",0.538461538461538
"3807","intense",0,26,"Narrative Life (1845)",0.0384615384615385
"3808","london",0,26,"Life and Times (1881)",0.153846153846154
"3809","london",0,26,"My Bondage (1855)",0.153846153846154
"3810","london",0,26,"Narrative Life (1845)",-0.230769230769231
"3811","mass",0,26,"Life and Times (1881)",0.269230769230769
"3812","mass",0,26,"My Bondage (1855)",0.192307692307692
"3813","mass",0,26,"Narrative Life (1845)",-0.0769230769230769
"3814","newspaper",0,26,"Life and Times (1881)",0.538461538461538
"3815","newspaper",0,26,"My Bondage (1855)",0.384615384615385
"3816","newspaper",0,26,"Narrative Life (1845)",0.0769230769230769
"3817","next",0,26,"Life and Times (1881)",1
"3818","next",0,26,"My Bondage (1855)",0
"3819","next",0,26,"Narrative Life (1845)",0
"3820","ran",0,26,"Life and Times (1881)",0.384615384615385
"3821","ran",0,26,"My Bondage (1855)",0.307692307692308
"3822","ran",0,26,"Narrative Life (1845)",0.307692307692308
"3823","reception",0,26,"Life and Times (1881)",0.692307692307692
"3824","reception",0,26,"My Bondage (1855)",0.192307692307692
"3825","reception",0,26,"Narrative Life (1845)",-0.0384615384615385
"3826","regret",0,26,"Life and Times (1881)",0.576923076923077
"3827","regret",0,26,"My Bondage (1855)",0.307692307692308
"3828","regret",0,26,"Narrative Life (1845)",0.115384615384615
"3829","remembered",0,26,"Life and Times (1881)",0.461538461538462
"3830","remembered",0,26,"My Bondage (1855)",0.230769230769231
"3831","remembered",0,26,"Narrative Life (1845)",0
"3832","seated",0,26,"Life and Times (1881)",0.615384615384615
"3833","seated",0,26,"My Bondage (1855)",0.230769230769231
"3834","seated",0,26,"Narrative Life (1845)",0
"3835","secretary",0,26,"Life and Times (1881)",0.884615384615385
"3836","secretary",0,26,"My Bondage (1855)",0.0769230769230769
"3837","secretary",0,26,"Narrative Life (1845)",0.0384615384615385
"3838","servants",0,26,"Life and Times (1881)",0.307692307692308
"3839","servants",0,26,"My Bondage (1855)",0.423076923076923
"3840","servants",0,26,"Narrative Life (1845)",0.115384615384615
"3841","striking",0,26,"Life and Times (1881)",0.346153846153846
"3842","striking",0,26,"My Bondage (1855)",0.115384615384615
"3843","striking",0,26,"Narrative Life (1845)",-0.0769230769230769
"3844","sweet",0,26,"Life and Times (1881)",0.384615384615385
"3845","sweet",0,26,"My Bondage (1855)",0.576923076923077
"3846","sweet",0,26,"Narrative Life (1845)",0.0384615384615385
"3847","thoughtful",0,26,"Life and Times (1881)",0.576923076923077
"3848","thoughtful",0,26,"My Bondage (1855)",0.192307692307692
"3849","thoughtful",0,26,"Narrative Life (1845)",-0.0769230769230769
"3850","turn",0,26,"Life and Times (1881)",0.923076923076923
"3851","turn",0,26,"My Bondage (1855)",-0.0384615384615385
"3852","turn",0,26,"Narrative Life (1845)",-0.0384615384615385
"3853","weather",0,26,"Life and Times (1881)",0.307692307692308
"3854","weather",0,26,"My Bondage (1855)",0.115384615384615
"3855","weather",0,26,"Narrative Life (1845)",-0.192307692307692
"3856","whites",0,26,"Life and Times (1881)",0.423076923076923
"3857","whites",0,26,"My Bondage (1855)",0.538461538461538
"3858","whites",0,26,"Narrative Life (1845)",0.0384615384615385
"3859","wishes",0,26,"Life and Times (1881)",0.461538461538462
"3860","wishes",0,26,"My Bondage (1855)",0.461538461538462
"3861","wishes",0,26,"Narrative Life (1845)",0.0769230769230769
"3862","wrote",0,26,"Life and Times (1881)",0.307692307692308
"3863","wrote",0,26,"My Bondage (1855)",-0.0384615384615385
"3864","wrote",0,26,"Narrative Life (1845)",-0.0384615384615385
"3865","youth",0,26,"Life and Times (1881)",0.576923076923077
"3866","youth",0,26,"My Bondage (1855)",0.230769230769231
"3867","youth",0,26,"Narrative Life (1845)",0.0384615384615385
"3868","accustomed",0,25,"Life and Times (1881)",0.36
"3869","accustomed",0,25,"My Bondage (1855)",0.44
"3870","accustomed",0,25,"Narrative Life (1845)",0.2
"3871","advance",0,25,"Life and Times (1881)",0.76
"3872","advance",0,25,"My Bondage (1855)",0.2
"3873","advance",0,25,"Narrative Life (1845)",0.04
"3874","afford",0,25,"Life and Times (1881)",0.28
"3875","afford",0,25,"My Bondage (1855)",0.48
"3876","afford",0,25,"Narrative Life (1845)",0.08
"3877","americans",0,25,"Life and Times (1881)",0.32
"3878","americans",0,25,"My Bondage (1855)",0.32
"3879","americans",0,25,"Narrative Life (1845)",-0.12
"3880","ask",0,25,"Life and Times (1881)",1
"3881","ask",0,25,"My Bondage (1855)",0
"3882","ask",0,25,"Narrative Life (1845)",0
"3883","behalf",0,25,"Life and Times (1881)",0.48
"3884","behalf",0,25,"My Bondage (1855)",0.36
"3885","behalf",0,25,"Narrative Life (1845)",0.16
"3886","belong",0,25,"Life and Times (1881)",0.56
"3887","belong",0,25,"My Bondage (1855)",0.36
"3888","belong",0,25,"Narrative Life (1845)",0.08
"3889","careful",0,25,"Life and Times (1881)",0.4
"3890","careful",0,25,"My Bondage (1855)",0.48
"3891","careful",0,25,"Narrative Life (1845)",0.12
"3892","caught",0,25,"Life and Times (1881)",0.4
"3893","caught",0,25,"My Bondage (1855)",0.44
"3894","caught",0,25,"Narrative Life (1845)",0.16
"3895","churches",0,25,"Life and Times (1881)",0.36
"3896","churches",0,25,"My Bondage (1855)",0.24
"3897","churches",0,25,"Narrative Life (1845)",0.08
"3898","circle",0,25,"Life and Times (1881)",0.36
"3899","circle",0,25,"My Bondage (1855)",0.32
"3900","circle",0,25,"Narrative Life (1845)",0
"3901","claims",0,25,"Life and Times (1881)",0.44
"3902","claims",0,25,"My Bondage (1855)",0.52
"3903","claims",0,25,"Narrative Life (1845)",0.04
"3904","commanded",0,25,"Life and Times (1881)",0.48
"3905","commanded",0,25,"My Bondage (1855)",0.32
"3906","commanded",0,25,"Narrative Life (1845)",0.2
"3907","confess",0,25,"Life and Times (1881)",0.56
"3908","confess",0,25,"My Bondage (1855)",0.44
"3909","confess",0,25,"Narrative Life (1845)",0
"3910","constant",0,25,"Life and Times (1881)",0.24
"3911","constant",0,25,"My Bondage (1855)",0.36
"3912","constant",0,25,"Narrative Life (1845)",0.24
"3913","cowskin",0,25,"Life and Times (1881)",0.08
"3914","cowskin",0,25,"My Bondage (1855)",0.52
"3915","cowskin",0,25,"Narrative Life (1845)",0.4
"3916","describe",0,25,"Life and Times (1881)",0.4
"3917","describe",0,25,"My Bondage (1855)",0.32
"3918","describe",0,25,"Narrative Life (1845)",0.12
"3919","dollar",0,25,"Life and Times (1881)",0.6
"3920","dollar",0,25,"My Bondage (1855)",0.28
"3921","dollar",0,25,"Narrative Life (1845)",0.12
"3922","election",0,25,"Life and Times (1881)",0.8
"3923","election",0,25,"My Bondage (1855)",0.12
"3924","election",0,25,"Narrative Life (1845)",0.08
"3925","esther",0,25,"Life and Times (1881)",0.4
"3926","esther",0,25,"My Bondage (1855)",0.6
"3927","esther",0,25,"Narrative Life (1845)",0
"3928","fan",0,25,"Life and Times (1881)",0.4
"3929","fan",0,25,"My Bondage (1855)",0.36
"3930","fan",0,25,"Narrative Life (1845)",0.24
"3931","feature",0,25,"Life and Times (1881)",0.24
"3932","feature",0,25,"My Bondage (1855)",0.24
"3933","feature",0,25,"Narrative Life (1845)",-0.12
"3934","following",0,25,"Life and Times (1881)",0.92
"3935","following",0,25,"My Bondage (1855)",-0.04
"3936","following",0,25,"Narrative Life (1845)",-0.04
"3937","fresh",0,25,"Life and Times (1881)",0.32
"3938","fresh",0,25,"My Bondage (1855)",0.44
"3939","fresh",0,25,"Narrative Life (1845)",0.08
"3940","gratitude",0,25,"Life and Times (1881)",0.68
"3941","gratitude",0,25,"My Bondage (1855)",0.24
"3942","gratitude",0,25,"Narrative Life (1845)",0.08
"3943","hopkins",0,25,"Life and Times (1881)",0.2
"3944","hopkins",0,25,"My Bondage (1855)",0.44
"3945","hopkins",0,25,"Narrative Life (1845)",0.36
"3946","ill",0,25,"Life and Times (1881)",0.32
"3947","ill",0,25,"My Bondage (1855)",0.64
"3948","ill",0,25,"Narrative Life (1845)",0.04
"3949","incidents",0,25,"Life and Times (1881)",0.68
"3950","incidents",0,25,"My Bondage (1855)",0.28
"3951","incidents",0,25,"Narrative Life (1845)",0.04
"3952","instantly",0,25,"Life and Times (1881)",0.6
"3953","instantly",0,25,"My Bondage (1855)",0.28
"3954","instantly",0,25,"Narrative Life (1845)",-0.04
"3955","ireland",0,25,"Life and Times (1881)",0.6
"3956","ireland",0,25,"My Bondage (1855)",0.32
"3957","ireland",0,25,"Narrative Life (1845)",0.08
"3958","lips",0,25,"Life and Times (1881)",0.56
"3959","lips",0,25,"My Bondage (1855)",0.4
"3960","lips",0,25,"Narrative Life (1845)",0.04
"3961","marshal",0,25,"Life and Times (1881)",1
"3962","marshal",0,25,"My Bondage (1855)",0
"3963","marshal",0,25,"Narrative Life (1845)",0
"3964","meaning",0,25,"Life and Times (1881)",0.52
"3965","meaning",0,25,"My Bondage (1855)",0.32
"3966","meaning",0,25,"Narrative Life (1845)",0.16
"3967","meanness",0,25,"Life and Times (1881)",0.44
"3968","meanness",0,25,"My Bondage (1855)",0.4
"3969","meanness",0,25,"Narrative Life (1845)",0.16
"3970","mistake",0,25,"Life and Times (1881)",0.6
"3971","mistake",0,25,"My Bondage (1855)",0.16
"3972","mistake",0,25,"Narrative Life (1845)",0.08
"3973","mob",0,25,"Life and Times (1881)",0.68
"3974","mob",0,25,"My Bondage (1855)",0.32
"3975","mob",0,25,"Narrative Life (1845)",0
"3976","native",0,25,"Life and Times (1881)",0.6
"3977","native",0,25,"My Bondage (1855)",0.36
"3978","native",0,25,"Narrative Life (1845)",0.04
"3979","niggers",0,25,"Life and Times (1881)",0.36
"3980","niggers",0,25,"My Bondage (1855)",0.52
"3981","niggers",0,25,"Narrative Life (1845)",0.12
"3982","notwithstanding",0,25,"Life and Times (1881)",0.52
"3983","notwithstanding",0,25,"My Bondage (1855)",0.16
"3984","notwithstanding",0,25,"Narrative Life (1845)",0
"3985","owner",0,25,"Life and Times (1881)",0.48
"3986","owner",0,25,"My Bondage (1855)",0.48
"3987","owner",0,25,"Narrative Life (1845)",0.04
"3988","possession",0,25,"Life and Times (1881)",0.52
"3989","possession",0,25,"My Bondage (1855)",0.24
"3990","possession",0,25,"Narrative Life (1845)",0.08
"3991","presented",0,25,"Life and Times (1881)",0.84
"3992","presented",0,25,"My Bondage (1855)",-0.08
"3993","presented",0,25,"Narrative Life (1845)",-0.08
"3994","proceeded",0,25,"Life and Times (1881)",0.4
"3995","proceeded",0,25,"My Bondage (1855)",0.2
"3996","proceeded",0,25,"Narrative Life (1845)",0.08
"3997","readily",0,25,"Life and Times (1881)",0.68
"3998","readily",0,25,"My Bondage (1855)",0.28
"3999","readily",0,25,"Narrative Life (1845)",0.04
"4000","reward",0,25,"Life and Times (1881)",0.32
"4001","reward",0,25,"My Bondage (1855)",0.36
"4002","reward",0,25,"Narrative Life (1845)",0.16
"4003","rome",0,25,"Life and Times (1881)",-0.56
"4004","rome",0,25,"My Bondage (1855)",-0.72
"4005","rome",0,25,"Narrative Life (1845)",-0.76
"4006","rose",0,25,"Life and Times (1881)",0.44
"4007","rose",0,25,"My Bondage (1855)",0.36
"4008","rose",0,25,"Narrative Life (1845)",0.2
"4009","scenes",0,25,"Life and Times (1881)",0.4
"4010","scenes",0,25,"My Bondage (1855)",0.48
"4011","scenes",0,25,"Narrative Life (1845)",0.12
"4012","sheep",0,25,"Life and Times (1881)",0.28
"4013","sheep",0,25,"My Bondage (1855)",0.44
"4014","sheep",0,25,"Narrative Life (1845)",0.12
"4015","sons",0,25,"Life and Times (1881)",0.4
"4016","sons",0,25,"My Bondage (1855)",0.32
"4017","sons",0,25,"Narrative Life (1845)",0.12
"4018","spring",0,25,"Life and Times (1881)",0.4
"4019","spring",0,25,"My Bondage (1855)",0.4
"4020","spring",0,25,"Narrative Life (1845)",0.2
"4021","straight",0,25,"Life and Times (1881)",0.44
"4022","straight",0,25,"My Bondage (1855)",0.48
"4023","straight",0,25,"Narrative Life (1845)",0.08
"4024","stranger",0,25,"Life and Times (1881)",0.44
"4025","stranger",0,25,"My Bondage (1855)",0.4
"4026","stranger",0,25,"Narrative Life (1845)",0.16
"4027","strangers",0,25,"Life and Times (1881)",0.4
"4028","strangers",0,25,"My Bondage (1855)",0.44
"4029","strangers",0,25,"Narrative Life (1845)",0.16
"4030","teaching",0,25,"Life and Times (1881)",0.24
"4031","teaching",0,25,"My Bondage (1855)",0.48
"4032","teaching",0,25,"Narrative Life (1845)",0.12
"4033","threat",0,25,"Life and Times (1881)",0.56
"4034","threat",0,25,"My Bondage (1855)",0.44
"4035","threat",0,25,"Narrative Life (1845)",0
"4036","trial",0,25,"Life and Times (1881)",0.48
"4037","trial",0,25,"My Bondage (1855)",0.44
"4038","trial",0,25,"Narrative Life (1845)",0.08
"4039","trust",0,25,"Life and Times (1881)",0.6
"4040","trust",0,25,"My Bondage (1855)",0.36
"4041","trust",0,25,"Narrative Life (1845)",0.04
"4042","witness",0,25,"Life and Times (1881)",0.24
"4043","witness",0,25,"My Bondage (1855)",0.4
"4044","witness",0,25,"Narrative Life (1845)",0.2
"4045","abolished",0,24,"Life and Times (1881)",0.75
"4046","abolished",0,24,"My Bondage (1855)",0.166666666666667
"4047","abolished",0,24,"Narrative Life (1845)",0.0833333333333333
"4048","advocate",0,24,"Life and Times (1881)",0.458333333333333
"4049","advocate",0,24,"My Bondage (1855)",0.416666666666667
"4050","advocate",0,24,"Narrative Life (1845)",0.125
"4051","africa",0,24,"Life and Times (1881)",0.291666666666667
"4052","africa",0,24,"My Bondage (1855)",0.583333333333333
"4053","africa",0,24,"Narrative Life (1845)",0.125
"4054","arguments",0,24,"Life and Times (1881)",0.666666666666667
"4055","arguments",0,24,"My Bondage (1855)",0.291666666666667
"4056","arguments",0,24,"Narrative Life (1845)",0.0416666666666667
"4057","car",0,24,"Life and Times (1881)",0.75
"4058","car",0,24,"My Bondage (1855)",0.25
"4059","car",0,24,"Narrative Life (1845)",0
"4060","charged",0,24,"Life and Times (1881)",0.625
"4061","charged",0,24,"My Bondage (1855)",0.375
"4062","charged",0,24,"Narrative Life (1845)",0
"4063","civil",0,24,"Life and Times (1881)",0.708333333333333
"4064","civil",0,24,"My Bondage (1855)",0.25
"4065","civil",0,24,"Narrative Life (1845)",0.0416666666666667
